federal_action_obligation,total_dollars_obligated,total_outlayed_amount_for_overall_award,current_total_value_of_award,awarding_agency_name,awarding_office_name,funding_agency_name,funding_office_name,recipient_name,recipient_city_name,recipient_county_name,recipient_state_name,primary_place_of_performance_country_name,transaction_description,prime_award_base_transaction_description,action_type,product_or_service_code_description,naics_description,recovered_materials_sustainability_code,domestic_or_foreign_entity,small_business_competitiveness_demonstration_program,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size,emerging_small_business,us_federal_government,federally_funded_research_and_development_corp,federal_agency,usaspending_permalink
0.0,126248.0,56187.95,126248.0,Environmental Protection Agency,REGION 3 CONTRACTING OFFICE,Environmental Protection Agency,REGION 3 (FUNDING OFFICE),PARS ENVIRONMENTAL INC,ROBBINSVILLE,MERCER,NEW JERSEY,UNITED STATES,031M - VALMONT TCE - OU00,031M - VALMONT TCE - OU00,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,t,t,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0320F0034_6800_68HE0118D0008_6800/
0.0,125154.94,,125154.94,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"KNOLL, INC.",EAST GREENVILLE,MONTGOMERY,PENNSYLVANIA,UNITED STATES,"DESIGN, SPECIFICATION, PURCHASE, AND INSTALLATION OF NEW FURNITURE FOR THE EPA FSSC FACILITY IN ACCORDANCE WITH THE STATEMENT OF WORK (SOW).   P00004 EXTEDNING PERIOD OF PERFORMANCE UNTIL THE END OF FEBRUARY.","DESIGN, SPECIFICATION, PURCHASE, AND INSTALLATION OF NEW FURNITURE FOR THE EPA FSSC FACILITY IN ACCORDANCE WITH THE STATEMENT OF WORK (SOW).",OTHER ADMINISTRATIVE ACTION,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC22F0331_6800_68HERC21A0005_6800/
0.0,125110.0,10985.0,125110.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"ELEVAR DESIGN GROUP, INC.",CINCINNATI,HAMILTON,OHIO,UNITED STATES,A/E FOLLOW-ON SERVICES FOR THE NARRAGANSETT SEAWATER PUMP PROJECT,A/E FOLLOW-ON SERVICES FOR THE NARRAGANSETT SEAWATER PUMP PROJECT,CHANGE ORDER,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23C0051_6800_-NONE-_-NONE-/
125103.31,125103.31,,125103.31,Environmental Protection Agency,PARTNERSHIP&DEVELOPMENT DIVISION (PDD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),INFO-TECH RESEARCH GROUP INC,LAS VEGAS,CLARK,NEVADA,UNITED STATES,"GSA TASK ORDER TITLE:  MEMBERSHIP SUBSCRIPTIONS FOR THE U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF INFORMATION TECHNOLOGY OPERATION (OITO)","GSA TASK ORDER TITLE:  MEMBERSHIP SUBSCRIPTIONS FOR THE U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF INFORMATION TECHNOLOGY OPERATION (OITO)",,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)",OTHER COMPUTER RELATED SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0P24F0004_6800_GS35F298GA_4732/
44049.0,106551.0,52092.06,125004.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"TAHER, INC.",MINNETONKA,HENNEPIN,MINNESOTA,UNITED STATES,EPA RTP CAFETERIA AND EMPLOYEE STORE SERVICES,EPA RTP CAFETERIA AND EMPLOYEE STORE SERVICES,FUNDING ONLY ACTION,OPERATION OF DINING FACILITIES,FOOD SERVICE CONTRACTORS,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC23C0048_6800_-NONE-_-NONE-/
125000.0,125000.0,,125000.0,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),WESTON SOLUTIONS INC,WEST CHESTER,CHESTER,PENNSYLVANIA,UNITED STATES,"THE CONTRACTOR WILL PROVIDE TECHNICAL ASSISTANCE DURING A REMOVAL ACTION AT THE DOMAR PLATING SITE IN SOUTHGATE, CA UNDER START V CONTRACT 68HE0919D0002.","THE CONTRACTOR WILL PROVIDE TECHNICAL ASSISTANCE DURING A REMOVAL ACTION AT THE DOMAR PLATING SITE IN SOUTHGATE, CA UNDER START V CONTRACT 68HE0919D0002.",,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0924F0003_6800_68HE0919D0002_6800/
0.0,124800.0,,124800.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),HEALEY FIRE PROTECTION INC,ORION,OAKLAND,MICHIGAN,UNITED STATES,REPLACE/UPGRADE THE FOAM STORAGE TANK LOCATED IN ROOM 349 (FUEL DISPENSING MECHANICAL ROOM) AT THE NATIONAL VEHICLE AND FUEL EMISSIONS LABORATORY (NVFEL).,REPLACE/UPGRADE THE FOAM STORAGE TANK LOCATED IN ROOM 349 (FUEL DISPENSING MECHANICAL ROOM) AT THE NATIONAL VEHICLE AND FUEL EMISSIONS LABORATORY (NVFEL).,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,"FIRE CONTROL SYSTEMS, COMPLETE",ALL OTHER SPECIALTY TRADE CONTRACTORS,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0062_6800_68HERC21D0009_6800/
124800.0,124800.0,,124800.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),HEALEY FIRE PROTECTION INC,ORION,OAKLAND,MICHIGAN,UNITED STATES,REPLACE/UPGRADE THE FOAM STORAGE TANK LOCATED IN ROOM 349 (FUEL DISPENSING MECHANICAL ROOM) AT THE NATIONAL VEHICLE AND FUEL EMISSIONS LABORATORY (NVFEL).,REPLACE/UPGRADE THE FOAM STORAGE TANK LOCATED IN ROOM 349 (FUEL DISPENSING MECHANICAL ROOM) AT THE NATIONAL VEHICLE AND FUEL EMISSIONS LABORATORY (NVFEL).,,"FIRE CONTROL SYSTEMS, COMPLETE",ALL OTHER SPECIALTY TRADE CONTRACTORS,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0062_6800_68HERC21D0009_6800/
-99211.92,124788.08,99843.59,124788.08,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),OCH JV,MILWAUKEE,MILWAUKEE,WISCONSIN,UNITED STATES,"DEOBLIGATE EXCESS FUNDS IN THE AMOUNT OF $99,211.90 CLOSE TASK ORDER.",SOUTH DAYTON DUMP,CLOSE OUT,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0520F0113_6800_68HE0118D0016_6800/
120250.4,120250.4,,124773.48,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"NEPTUNE AND COMPANY, INCORPORATED",LAKEWOOD,JEFFERSON,COLORADO,UNITED STATES,NEW TASK ORDER FOR STATISTICAL SUPPORT FOR VALUE OF INFORMATION UNDER CONTRACT 68HERH24D0006,NEW TASK ORDER FOR STATISTICAL SUPPORT FOR VALUE OF INFORMATION UNDER CONTRACT 68HERH24D0006,,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0100_6800_68HERH24D0006_6800/
124570.0,124570.0,,124570.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),ABT ASSOCIATES INC,ROCKVILLE,MONTGOMERY,MARYLAND,UNITED STATES,TECHNICAL SUPPORT FOR POLYFLUOROALKYL SUBSTANCES (PFAS) THERMAL TREATMENT DATABASE (PFASTT) AND DRINKING WATER TREATABILITY DATABASE (TDB) CALL ORDER UNDER BPA CONTRACT 68HERC21A0011,TECHNICAL SUPPORT FOR POLYFLUOROALKYL SUBSTANCES (PFAS) THERMAL TREATMENT DATABASE (PFASTT) AND DRINKING WATER TREATABILITY DATABASE (TDB) CALL ORDER UNDER BPA CONTRACT 68HERC21A0011,,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0035_6800_68HERC21A0011_6800/
124442.52,124442.52,,124442.52,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),S C & A INC,ARLINGTON,ARLINGTON,VIRGINIA,UNITED STATES,SUPPORT FOR RADIONUCLIDE NESHAP PROGRAM IN ACCORDANCE WITH THE PERFORMANCE WORK STATEMENT (PWS),SUPPORT FOR RADIONUCLIDE NESHAP PROGRAM IN ACCORDANCE WITH THE PERFORMANCE WORK STATEMENT (PWS),,SPECIAL STUDIES/ANALYSIS- REGULATORY,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0013_6800_68HERD20A0005_6800/
42609.02,124209.25,60898.71,124209.25,Environmental Protection Agency,ORD SIMPLIFIED ACQ BRANCH (SAB),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),WATERS TECHNOLOGIES CORPORATION,MILFORD,WORCESTER,MASSACHUSETTS,UNITED STATES,P00002 - OPTION EXERCISE SERVICE MAINTENANCE AGREEMENT FOR WATERS MASS SPECTROMETER (UPLC-MS/MS)FLEXCHOICE SYSTEM,SERVICE MAINTENANCE AGREEMENT FOR WATERS MASS SPECTROMETER (UPLC-MS/MS)FLEXCHOICE SYSTEM,EXERCISE AN OPTION,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0B21F0132_6800_GS07F0559X_4732/
123951.0,123951.0,,123951.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"BIOSPYDER TECHNOLOGIES, INC.",CARLSBAD,SAN DIEGO,CALIFORNIA,UNITED STATES,TARGETED RNA-SEQ (TEMPOSEQ) ANALYSES OF WHOLE BODY HOMOGENATE OR PURIFIED RNA SAMPLES AT 97-5000 SAMPLE/TASK ORDER SCALE AND RNASEQ EQUIVALENT SPECIFICATION OF APPROXIMATELY 30 MILLION MAPPED READS PER SAMPLE.,TARGETED RNA-SEQ (TEMPOSEQ) ANALYSES OF WHOLE BODY HOMOGENATE OR PURIFIED RNA SAMPLES AT 97-5000 SAMPLE/TASK ORDER SCALE AND RNASEQ EQUIVALENT SPECIFICATION OF APPROXIMATELY 30 MILLION MAPPED READS PER SAMPLE.,,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0063_6800_68HERC21D0010_6800/
-7844.98,57155.02,57155.02,122155.02,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC LANDEMERG MGMT (OLEM)(FUNDING),INDUSTRIAL ECONOMICS INC,CAMBRIDGE,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE FUNDING FROM BPA 68HERH23F0093 IN THE AMOUNT OF $7,844.98.  ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.","W5-01 ENHANCING BENEFITS ANALYSIS, PROGRAM EVALUATION AND PERFORMANCE MEASUREMENT IN THE OFFICE OF LAND AND EMERGENCY MANAGEMENT",FUNDING ONLY ACTION,OTHER ENVIRONMENTAL SERVICES,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0093_6800_68HERH23A0017_6800/
121990.65,121990.65,,121990.65,Environmental Protection Agency,"LAB - ANN ARBOR, MI - CO OFFICE",Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"TECHNICAL COMMUNITIES, INC.",SAN MATEO,SAN MATEO,CALIFORNIA,UNITED STATES,SIMPLIFIED ACQUISTION - HYDROGEN IMPURITY GAS CHROMATOGRAPH,SIMPLIFIED ACQUISTION - HYDROGEN IMPURITY GAS CHROMATOGRAPH,,LABORATORY EQUIPMENT AND SUPPLIES,COMPUTER AND SOFTWARE STORES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0M24F0002_6800_GS35F0311R_4730/
121431.48,121431.48,,121431.48,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"DAWSON SOLUTIONS, LLC",HUNTSVILLE,MADISON,ALABAMA,UNITED STATES,"FY-24 REPAIRS TO CELL 4 OF COOLING TOWER AT THE AWBERC FACILITY IN CINCINNATI, OH IN ACCORDANCE WITH THE ATTACHED PERFORMANCE WORK STATEMENT.","FY-24 REPAIRS TO CELL 4 OF COOLING TOWER AT THE AWBERC FACILITY IN CINCINNATI, OH IN ACCORDANCE WITH THE ATTACHED PERFORMANCE WORK STATEMENT.",,REPAIR OR ALTERATION OF OFFICE BUILDINGS,FACILITIES SUPPORT SERVICES,E,U.S. OWNED BUSINESS,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0135_6800_68HERC20D0020_6800/
0.0,120970.39,45710.18,120970.39,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"TETRA TECH, INC.",KANSAS CITY,JACKSON,MISSOURI,UNITED STATES,R7 START V: C6-ZERO REMOVAL ASSESSMENT TECHNICAL SUPPORT MOD P00002: EXTEND THE PERIOD OF PERFORMANCE,R7 START V: C6-ZERO REMOVAL ASSESSMENT TECHNICAL SUPPORT,CHANGE ORDER,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0723F0064_6800_68HE0719D0001_6800/
75000.0,75000.0,,120178.11,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC LANDEMERG MGMT (OLEM)(FUNDING),INDUSTRIAL ECONOMICS INC,CAMBRIDGE,MIDDLESEX,MASSACHUSETTS,UNITED STATES,"THE PURPOSE OF THIS ACTION 1. TO CREATE A NEW TASK ORDER TO SUPPORT FOR THE UNIVERSAL WASTE RULEMAKING, BATTERY ACT COST-BENEFIT ANALYSIS AND OTHER ERAS PRIORITIES. 2. TO OBLIGATE FUNDING IN THE AMOUNT OF $75,000.00.","THE PURPOSE OF THIS ACTION 1. TO CREATE A NEW TASK ORDER TO SUPPORT FOR THE UNIVERSAL WASTE RULEMAKING, BATTERY ACT COST-BENEFIT ANALYSIS AND OTHER ERAS PRIORITIES. 2. TO OBLIGATE FUNDING IN THE AMOUNT OF $75,000.00.",,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH24F0068_6800_68HERH21D0001_6800/
-8984.0,120016.0,120016.0,120016.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFFICE FOR WATER (OW) (FUNDING),AVANTI CORPORATION,ALEXANDRIA,FAIRFAX,VIRGINIA,UNITED STATES,NATIONAL LAKES ASSESSMENT 2022: ALGAL TOXIN ANALYSIS,NATIONAL LAKES ASSESSMENT 2022: ALGAL TOXIN ANALYSIS,CLOSE OUT,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,t,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC21F0190_6800_EPC16007_6800/
115000.0,115000.0,,119994.66,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,REGION 8 (FUNDING OFFICE),"TETRA TECH, INC.",FAIRFAX,FAIRFAX (CITY),VIRGINIA,UNITED STATES,SUPPORT EPA REGION 8 WATERSHED SECTION TO MEET CLEAN WATER ACT REQUIREMENTS AND PRODUCTION OF TOTAL MAXIMUM DAILY LOADS.,SUPPORT EPA REGION 8 WATERSHED SECTION TO MEET CLEAN WATER ACT REQUIREMENTS AND PRODUCTION OF TOTAL MAXIMUM DAILY LOADS.,,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES,ENVIRONMENTAL CONSULTING SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC24F0185_6800_68HERC20D0016_6800/
0.0,119769.0,59134.5,119769.0,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"AGILE DECISION SCIENCES, LLC",HUNTSVILLE,MADISON,ALABAMA,UNITED STATES,P00003 - THE PURPOSE OF THIS MODIFICATION IS TO APPOINT DAWN MARTIN AS THE NEW TOCOR.  LIBRARY SUPPORT SERVICES ACESD INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,LIBRARY SUPPORT SERVICES ACESD INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,OTHER ADMINISTRATIVE ACTION,SUPPORT- ADMINISTRATIVE: LIBRARY,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",C,U.S. OWNED BUSINESS,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD23F0123_6800_68HERD23D0003_6800/
0.0,119769.0,59134.5,119769.0,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC RESEARCH  DEV (ORD) (FUNDING),"AGILE DECISION SCIENCES, LLC",HUNTSVILLE,MADISON,ALABAMA,UNITED STATES,P00004 - THE PURPOSE OF THIS MODIFICATION IS TO APPOINT STEVEN REGO AS THE NEW ATOCOR.  LIBRARY SUPPORT SERVICES ACESD INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,LIBRARY SUPPORT SERVICES ACESD INFORMATION MANAGEMENT CENTER SERVICES (IMCS) V,OTHER ADMINISTRATIVE ACTION,SUPPORT- ADMINISTRATIVE: LIBRARY,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",C,U.S. OWNED BUSINESS,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD23F0123_6800_68HERD23D0003_6800/
69115.31,119640.2,27077.58,119640.2,Environmental Protection Agency,REGION 7 CONTRACTING OFFICE,Environmental Protection Agency,REGION 7 (FUNDING OFFICE),"TETRA TECH, INC.",KANSAS CITY,JACKSON,MISSOURI,UNITED STATES,"R7 START V: TOASTMASTER MOBERLY PRELIMINARY ASSESSMENT AND REMOVAL SITE EVALUATION TECHNICAL SUPPORT MOD P00002: MODIFY SOW, EXTEND POP, AND ADD LOE.",R7 START V: TOASTMASTER MOBERLY PRELIMINARY ASSESSMENT AND REMOVAL SITE EVALUATION TECHNICAL SUPPORT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,ENVIRONMENTAL CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0723F0092_6800_68HE0719D0001_6800/
15000.0,117988.54,90723.94,119626.56,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),"ENDYNA, INC.",MCLEAN,FAIRFAX,VIRGINIA,UNITED STATES,"NATIONAL EMISSIONS STANDARDS FOR HAZARDOUS AIR POLLUTANTS (NESHAPS)ARE INTENDED TO REGULATE AIR EMISSIONS THAT ARE CONSIDERED HAZARDOUS AND/OR RADIOACTIVE. TO DETERMINE COMPLIANCE WITH THESE STANDARDS, EPA USES MODELS SUCH AS THE CAP88-PC, COMPLY AND","NEW CALL ORDER  68HERD20A0006. NATIONAL EMISSIONS STANDARDS FOR HAZARDOUS AIR POLLUTANTS (NESHAPS) ARE PROMULGATED IN THE CLEAN AIR ACT, AND ARE INTENDED TO REGULATE AIR EMISSIONS THAT ARE CONSIDERED HAZARDOUS AND/OR RADIOACTIVE. TO DETERMINE COMPLIA",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,SPECIAL STUDIES/ANALYSIS- REGULATORY,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC22F0329_6800_68HERD20A0006_6800/
42499.0,119522.0,15893.77,119522.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE PARK,DURHAM,NORTH CAROLINA,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO DEFINITIZE THE CHANGES FROM MODIFICATION P00005.,RTI 68HERD21A0004 - NEW FOLLOW-ON TASK ORDER -CHAPTERS FOR THE EPA AIR POLLUTION CONTROL COST MANUAL HEID,DEFINITIZE CHANGE ORDER,OTHER ENVIRONMENTAL SERVICES,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,D,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0175_6800_68HERD21A0004_6800/
119479.0,119479.0,,119479.0,Environmental Protection Agency,REGION 1 CONTRACTING OFFICE,Environmental Protection Agency,REGION 1 (FUNDING OFFICE),UNIVERSITY SYSTEM OF NEW HAMPSHIRE,DURHAM,STRAFFORD,NEW HAMPSHIRE,UNITED STATES,HIGH-FLOWRATE STORMWATER CONTROL MEASURE (SCM) PERFORMANCE CURVE DEVELOPMENT - UNH IDIQ,HIGH-FLOWRATE STORMWATER CONTROL MEASURE (SCM) PERFORMANCE CURVE DEVELOPMENT - UNH IDIQ,,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0124F0001_6800_68HE0121D0006_6800/
